text,dataset,label
Cojer con mí novia es lo mejor que existe alta perra encima,ibereval,1
@faaavb_ Tu eres más perra que humana.,ibereval,1
@William43591799 Tu eres una perra,ibereval,1
"@perraysex Solo a un ladito, en cuatro, penetrarte como te mereces puta, perra divina, la más zorra! Y después voltearte y echarte la leche en la garganta, casi sin poder respirar, que llores y goces mientras sientes la leche caliente bajando por tu garga",ibereval,1
¿Tu sabes porque a las mujeres hay que enterralas en un atauld triangular? Porque cuando les tapas la luz se abren de piernas.,ibereval,1
"@esquivelgerardo Las expresiones del imbecil @ferbelaunzaran son reflejo de lo es el @PRDMexico una escoria, recuerden no votar por ellos",ibereval,0
@JorgeCalabres Tú eres lo peor del mundo grandísimo hijo de perra,ibereval,0
@FacundoV_ @Imsitx cállate virgen chuggeaste como perra,ibereval,1
Querida tú eres una puta sin llenadero.. que dicen tus hijos de tu nuevo amor? Sigues siendo su ejemplo 🤣🤣🤣,ibereval,1
"No es o era sueco, si no, australiano. En Suecia la policía lo acusa de violación y acoso sexual a dos mujeres. https://t.co/TQEKM0KSkF",ibereval,0
@TiaFeminazi Movimiento SEMEN! A fregar todas! http://t.co/u9WvI5Fr18,ibereval,1
"Pero en serio se la comerias? O sea si te dicen tu comemela — Hombre pues en el medio de la calle no, pero vamos obvio JAJAJAJDJAJ https://t.co/YC6vhMlKRT",ibereval,0
"@chater9000 @myriambregman @NicolasdelCano @Solanopo Hijos de perra, para lo unico que sirven es para provocar y seguir haciendo mierda el país. Nunca van a gobernarnos en su puta y reventada vida. Queremos vivir en Paz, si no les gusta la Democracia no s",ibereval,0
@elespectador Pues por eso. ¿Decir que el acoso no es tan violento como la violación no le parece violento?,ibereval,0
Oye puta @perrenkes callate ya por favor,ibereval,1
Me mama cuestionar a mis profesores 😂 no sean pendejos y sepan que están enseñando no se aprendan una puta guía 😂🤷🏻‍♂️,ibereval,0
elcejass__ comemela pija de canto bujarrilla✌✌no vead pa poner la voz tuya de. Drakuin es… https://t.co/INGPjK7krs,ibereval,0
"@NataliPalmier ups cállate maldita perra, manchas mi reputación",ibereval,1
@Barbijaputa Creo que más bien es así 1)decimos tonterías del sistema patriarcal opresor. 2)defendemos idioteces. 3)nos creemos más progresistas liberales. 4)ningún hombre las va a cojer en sus vidas. 5)mueren solas viejas y amargadas.,ibereval,1
@sadlunala Callate la geta estúpida cucaracha perra mutante C:,ibereval,1
Jugar adc en duel da asco pero los que jugáis lokis merecéis que os entren enfermedades venéreas hijos de puta,ibereval,0
@JSark09 @guardiacivil @policia @interiorgob @_mariaps Mereces q te pase lo mismo zorra,ibereval,1
@TorakitoJ y una polla JAJJAJAAJAJAJAJ esa es mia imbecil que me pongo nervioso (en serio),ibereval,0
@patty_m_i Jajajajajaja que perra cállate // resolución de 2018 poner atención,ibereval,1
@NicolasdelCano @aquisiclaudia Callate hijo de puta pelotudo cómplice de la derecha! Llamaste a votar en blanco porque decías que eran lo mismo sorete! Acá tenés 'lo mismo' ahora forro!!,ibereval,0
"me cago en tus muertos _ Hija de puta, zorra de mierda, muérete' #CamilaVallejo .... Que Tu Eres Bien Puta #camilavallejo TU MUERTETu Eres Bien puta agregado, https://t.co/ZjcSsLMW4f",ibereval,1
@CervantesFAQs Rodrigo Lanza es un asesino y tu eres un hijo de puta malnacido,ibereval,0
"Sería la puta hostia! Pero no sé quién le puede enseñar algo, eso sí, desfibriladores a mano, eskerrik askoooo!!! https://t.co/HrFunTjFwh",ibereval,0
@Wismichu Siempre en nuestros corazones y su polla siempre en tu culo 🤷🏼‍♂️,ibereval,1
@NereaGHRV @DOBREFAMILY_ Callate pesada! Reventada! Que el esta en la casa y tu en la puta calle desde la primera semana!,ibereval,1
Mí sobrino le acaba de enseñar a mí perra como subirse a la cama. Presiento q ya no voy a dormir solo nunca más. 🐕,ibereval,0
"Le grité a mi vieja y me contesta 'HIJA, CALLATE QUE HAY UN HOMBREEEE' jajajajajaja la puta madreeeeeeeee",ibereval,0
@ActualidadRT Esa mujer es la clásica hija de perra a la cual al final nada le sale bien.,ibereval,1
@ShawnMendessArg Y bueno mamita no es culpa de nosotras que la tomemos con zorra cuando la vemos con cameron shawn y ahora con jack en modo cariñoso :v,ibereval,0
"@letra_escarlata @Zurine3 Pero qué coño está pasando con los hombres, algunos deben creer q la veda está abierta. Exigiimos MANO DURA!!!",ibereval,0
"@NThundurus No tienes globitos en tu perfil, que te follen zorra no mereces vivir,",ibereval,1
Maldita perra.... REPRESION ???? JODAS REPRESION LA QUE HACEN USTEDES EN MI PAIS MOSTRICO CÁLLATE NO ESCRIBAS ESTUPIDECES SIGUES PICADA CON ARGENTINA JAJAJA AQUI NO VUELVEN MAS NUNCA https://t.co/OuFjCYNzmi,ibereval,1
@Barbijaputa Puta = Jaque mate,ibereval,0
@JessicaAvilez1 Tú eres perra,ibereval,1
@Brenda_boopp @ChrisDiamondx Pase buscando la noche un twit como este... Guarra que bien luces siempre,ibereval,1
JAJAJAJAAJAJAJAJAJAA CÁLLATE PENDEJA SHUACALE MUÉVALE PUTA https://t.co/29bEGqwAYO,ibereval,1
@ponchogomezg Existe mucho acoso y violación a los derechos humanos dentro de los planteles Ojalá que se atiendan de manera eficiente ya que muchas veces quedan en el olvidó las quejas y se siguen cometiendo atropellos.,ibereval,0
que estan haciendo los dos han enseñado la polla en la cara y me la deje asi,ibereval,0
"un chabon me dijo, muy confiado cabe aclarar, que en las situaciones de acoso, abuso, violacion y violencia machista las mujeres podemos ir a la policia que ellos se encargan de todo y problema solucionado. No sabia si reirme o llorar https://t.co/kuMCZJOye5",ibereval,0
"@Fraanpereyra_ No es culpa miiiia uooo, la zorra de tu novia quiere arrancar",ibereval,1
"Frases sin sentido: Adriana Lastra 'Soy una mujer, no me interrumpas' https://t.co/dGCM2WbHKb",ibereval,1
"@As_TomasRoncero @diarioas Pero cállate hijo de la gran puta,si no te van a invitar a 'el faro' antes te tirarian por la Bahía con lastre al cuello...payaso",ibereval,0
"Hoy mi hermana me dijo: ' Ya callate perra latosa' (tiene 6 años), ya no se que esperar de este mundo...",ibereval,0
@CallMePains Que los mates a todos no ves que esa escoria es mejor con una paliza en la cara y muertos a palazos en la cara,ibereval,0
"¡JODER, QUE TE CALLES PERRA!",ibereval,1
Una tía no es una guarra por hacer una foto de su culo y tú eres un puto nazi que no sé qué hace respirando. https://t.co/Frx1dv3VsN,ibereval,1
"Yo: andate, nadie te quiere perra Mamá: ya lo se Jajajajajjajajajajajajajaj esta mujer es lo mejor",ibereval,0
"Nosotros como tu dices seremos gentuza,tu eres una gran hija de puta,además con pinta de zorra@LaFallaras",ibereval,1
"@UlyssesAral Jajajajaja cállate pinche perra, Gaga es perfecta ok?",ibereval,1
@TitoHunterLoL puto homófobo de mierda te voy a meter la polla en la garganta para que no vuelvas a decir gilipolleces,ibereval,0
"@cosecharoja Me parece una aberración la violación y el acoso, creo que a las denuncias frente a la ley y/o a los medios hay que hacerla inmediatamente para q se tomen medidas in situ y no tiempo después, con sólo el hecho viralizar y escrachar a la perso",ibereval,0
GRACIOSO VER A TANTAS #FEMINAZIS ALARMADAS CON LA COLUMNA DE ANTONIO CABALLERO MIENTRAS CALLAN ANTE TODOS LOS ABUSOS SEXUALES DE LAS FARC #VocesUnidasONU #FINALLIGAAGUILAxWIN https://t.co/eCuntisW3J,ibereval,1
@IrantzuVarela Claro porque todo lo que hace un pene esta mal y todo lo que hace un coño es maravilloso... A ver si te tropiezas con todas tus generalizaciones,ibereval,1
"Los niños que en vez de ponerte la polla en tu culo para q bailes, bailan contigo y bailan bien me encantaan",ibereval,0
Lo que más me sorprende cuando se matan unos weyes por culpa de una mujer es que existan pendejos que se quieran matar por una puta.,ibereval,0
@anasilvera06 Jajajajaja cállate perra!! es alguito nomas 😏😂😂😂😂,ibereval,1
"Si la lucha contra el machismo consiste en que ellas se desnuden constantemente, los hombres estamos de suerte. Sigan luchando ;) #TetasFree",ibereval,1
A esta guarra le gusta enseñar el coño: #morenas #porn #sexooral https://t.co/3hZlUMKkcv,ibereval,1
"@IrantzuVarela @redequomujeres Eso es no tener ni puta idea de gestión ni dos dedos de frente, al margen de lo patriarcal.",ibereval,0
"Nos jodieron en el Bernabéu, pero se merecían un día como hoy! Puta Sevilla Vamosssss @Cristina_garm 💚💚🔝⚽️⚽️⚽️⚽️⚽️",ibereval,0
Novia me hizo papas fritas esta mujer es todo lo que esta bien la puta madreeeeeeeeeee,ibereval,0
@la_patilla Callate infeliz eres una perra de los cubanos,ibereval,1
"@garciabecerril Cállate perra, hasta el casino te controla",ibereval,1
"somos lo que comemos, tu eres lo que bailas, eres una puta guarra",ibereval,1
@JuanZepeda_ @Ale_BarralesM Cállate mi perra https://t.co/3nWSOKUwxG,ibereval,1
Yo pensé que llevaba a mi sobrinito a clases de karate pero había un pinche doctor que ni para enseñar karate se quita la puta bata.,ibereval,0
@Csanchezberzain @DLasAmericas Callate hijo de perra no soy masista. Tu eres de la misma calaña q quintana. Hijo de puta no toenes moral para reclamar nada. !!!,ibereval,0
"@mujerlunabella No te enamores, esa chica es una maldita zorra, quien sabe cuántas enfermedades venereas tenga, mejor dale una patada en la concha y mándala directo a diablo que se joda",ibereval,1
@lusiluu24 @SurgicalGolem @muriRooster Callate perra mira la foto de perfil que tienes tu quieres que te cojan y te olvidas de el,ibereval,1
Y en la cara de muchos venezolanos amiga mia! Miserable @RicardoSanchezX eres una escoria https://t.co/fWUXi1dGfY,ibereval,0
#ninjasdelcholloenp RETO: te reto a pegarte en la cara la mayor cantidad de ganchos de ropa( no vas a superar los 10) saludos desde chile @ninjasdelchollo 🔥 https://t.co/FtZEa3Jid8,ibereval,0
@CameArrascae Cállate perra que deje la ventana del balcón del apto abierta jajajajaja me quiero matar,ibereval,1
Todo tu eres bien perra mamaguevo JAJAJAJAJAJAJAJA. https://t.co/DQOZUpIGXv,ibereval,1
"Pero como puedes justificar acoso, violación o asesinato por como va vestida una mujer El cerebro donde lo tienes(?)",ibereval,0
"'Para ti la perra gorda', si es que Noemí está hasta el toto de tonterías, y con razón! #otdirecto12d",ibereval,1
@anaisbernal @EmswilerLluci @20m Son escoria y la gente les vota.. Panda de borregos,ibereval,0
@BreenDLP @ChumelTorres @Juandedios_P @KimberlyLoaiza_ Cállate Perra mal parida de Juan y kim no hables😠😡😡,ibereval,1
De esto que estás escribiendo y te preguntas lo callada que está la perra. Miras hacia atrás y te encuentras esto. https://t.co/LkdwUVHgaJ,ibereval,0
@abersta No vayas provocando que luego desapareces y en Espejo Público dicen que te lo mereces por guarra,ibereval,1
Le tuve que enseñar mi Whatsapp al técnico de AT&T y ahora sabe que soy puta,ibereval,0
@ignaciodover comemela hso y si cojemos ahi nomas no pasa nada ahre,ibereval,1
"@ferdiazgil @ilseCeroUno01 @Compotita Exacto. Guarra y egoísta, que el que venga detrás se busque la vida.",ibereval,0
@MauricioMaurox @alansaldana7 Ojala usaras vestidos y tacos para que seas felíz como mereces perra,ibereval,1
"@GetawayCar78 Hierba mala nunca muere, dicen. Es un pedazo de imbecil que ojala le cerraran el canal. Es el Logan/Jake paul español. Escoria",ibereval,0
@ivanmoreirab @rjimenez_perez Iván mejor trabaja pedazo de imbécil deja de paracitar en la politica escoria inutil https://t.co/Xq8wVCcBDc,ibereval,0
"Voy a provocar a la perra del hijo del jefe a ver si me muerde una pata u lo que sea, y así me incapaciten, y no vengo a trabajar en estos días no tan bonitos.🌚😂",ibereval,0
@Relatofeminista Hasta el coño xD,ibereval,0
"Una perra, se llama Laika ahre TE MERECES TODO KEVSHO https://t.co/lkzbeP455A",ibereval,1
@ReniiiT cállate perra... te sigo dónde quiera....,ibereval,1
A veces me da ganas de pegarte un patazo en la cara 😒😡,ibereval,0
Cuatro mujeres señalan a Paul Haggis como culpable en casos de acoso sexual y violación https://t.co/yM2auMrrSr https://t.co/L9i0r96uUF,ibereval,0
"Tu novia es una guarra — ya ves macho, me deja la cama llena de migas de las croquetas https://t.co/X5GS4RgAWh",ibereval,1
"@DrballackJuanma @policia Por supuesto que no todos son así,la mayoría son como el como la escoria de al lado, por cierto a lo segundo en que mundo vives? Xdd",ibereval,0
"No quiero poner cervezas, ni vinos, ni nada de eso, quiero enseñar puta lengua española, coño ya.",ibereval,0
"@siraallwhite @Barbijaputa Qué? Mujeres con los mismos derechos? Igualdad? Joder sois puta escoria, ni radicales ni nada, sois el anticristo!!",ibereval,1
¿Qué tiene una mujer de 40 entre las tetas que no tiene una de 20? El ombligo.,ibereval,1
"Maldita perra desalmada, el sufrimiento te lo merecías tú 😡😡",ibereval,1
"Los cuestionamientos a las denuncias de acoso, abuso sexual, violación y al movimiento #MeToo - El Mostrador vía... https://t.co/mJ0D0gjpIk",ibereval,1
KAMIIIIIIIIGAAAAAA TU ERES LA AMIGA QUE SE METE LAS POLLAS DOBLÁS EN EL COOOOOOÑOOOOOOO ZORRA VETE A TOMAR POR CULOOOOO PEAZO PUTA ANDA ZORRAAAAA *i sing it like Camina*,ibereval,1
Ahora mirad la actuación de Raoul y decidme a mi puta cara que merecía quedarse frente a Cepeda. DECÍDMELO.,ibereval,0
@backsideval35 Jajajaja 😁 yo sé tú eres esa perra 🐩 que termina mordiendo el santa 🎅,ibereval,0
Dustin Hoffman se enfrenta a nuevas acusaciones de acoso y violación https://t.co/5Oz6Sm7kNo Cinemanía #cine #peliculas https://t.co/C4JzaxSTIj,ibereval,0
@martinezlleixa @1daniel197 Callate hijo de perra,ibereval,0
"“Puta que bueno que me enseñaron a tocar la flauta en la primaria, me ha servido un chingo en mi vida” -Nadie nunca en su perra vida",ibereval,0
"@TiaFeminazi Y lo que no es la voz, ¿Eh? ¡Movimiento SEMEN!",ibereval,0
@anaisbernal Hijo de puta en vena.,ibereval,1
Al menos si queres provocar a pibes con tu cuerpo QUE NO SE NOTE QUE QUERES MOSTRAR LAS TETAS LA PUTA QUE TE PARIO NDEAHRE,ibereval,1
"Si la suerte me abandona y ves que estoy un poco triste, es que tú eres una zorra y un buitre no come alpiste.",ibereval,1
@carmelojorda Con esa cara de polla que tiene ya solo encuentra consuelo haciendo el imbécil por aquí,ibereval,1
@NicolasMaduro Callate la boca burro maldito... Q vas a saber tu q contenían las proclamas d Bolivar.... Hijo de la gran puta maldito Burro,ibereval,0
Que feo cuando te pintan medialunas y te traen NUEVE DE ORO pero qué hijo de puta Hugo mereces q te asesine,ibereval,0
Ojalá la 'Puta sevillista' de tu novia te mande donde te mereces. @antonioadan13,ibereval,1
"Hijo de puta, ojalá te violen en la puta cárcel hasta matarte, mereces sufrir eres un hijo de puta https://t.co/hfrhAS1CmK",ibereval,0
"@ComicsGodfather Sos crack, ojalá tengas un 2018 de la puta madre. Te lo mereces.",ibereval,0
"Que asco la concha bien de tu madre, ortiva hijo de puta te mereces lo peor https://t.co/8SWUpqjrvj",ibereval,0
@Maaaaimolina Callate puta y decime ya cuando nos juntamos,ibereval,1
"mira, me cansas, cállate q no tienes ni puta idea de nada https://t.co/xDapnC6xLV",ibereval,0
@SergioMassa Calláte chorro hijo de puta!!! Parásito!!!,ibereval,0
@agaxiolag cállate puta! Aprende a hablar y blanqueate el hocico. #ExatlonMx,ibereval,1
@hectorguimarey Lo unico que quiero es que te calles hijo de puta flequillos,ibereval,0
@RafaelVazquez21 te hice un dibujo pero la verdad me da puta pena enseñarlo xD Es horrible xDDD,ibereval,0
@RanguGamer Tú puedes rangu si pudiste con la zorra de Dahlia podrás con esta tú eres el phoniex de la vida real,ibereval,1
"@R9Soldado @CiudadanosCs @InesArrimadas Cállate la puta boca y dedícate a lo tuyo, aunque se te da igual de mal que la politica",ibereval,1
@Vale_Landeyra @letianabadiannn Cállate no me hagas hablar la puta madre,ibereval,0
@GHmomentazos @RubenGHRV @HugoGHRV Cállate de una puta vez fantasmon,ibereval,0
"La gente que dice que pasa en los putos libros que tienen en la cabeza, me da igual que sean 5 que 350 páginas, cállate la puta boca",ibereval,0
Como no lo cago a palos un abuelo o abuela .se lo merecía el hijo de puta . #AnimalesSueltos @fantinofantino espero que le hagas preguntas al hueso sl pelotudo de MACRI .habla del lavado de MACRI forro https://t.co/EcJwJCVlec,ibereval,0
@PRI_Nacional @aurelionuno OJETE HIJO DE PUTA MARICON LAMBE HIEVOS RATERO MANTENIDO ESO ERES NO MERECES NADA,ibereval,0
"“Mi novia es sevillista y es una puta más...” Palabras del portero del Betis, Adán Cosas como estas, donde se ataca la imagen de la mujer sin más, es las que deberíamos condenar y corregir #Verguenza",ibereval,0
"@rloiam @Candela_t14 A ver tu eres tonto o que? Es una puta lucha de las mujeres, MUJERES no puedes ser feminista, eres un aliado de las mujeres, ALIADO, repito, las mujeres LUCHAN POR SUS DERECHOS Y TU TE ALIAS A ELLAS, PORQUE NO ERES IGUAL QUE ELLAS +",ibereval,0
@FerIglesias sos un tremendo hijo de puta te mereces la peor mierda. salu2,ibereval,0
No mereces usar un meme de Saitama para esta puta mierda. https://t.co/E1Vv1NPnEX,ibereval,0
I want to write you a song se merecia mas y la puta madre la letra es lo mas hermoso y la melodia es paz total la concha de la lora SE MERECIA MAS,ibereval,0
@Tetas_Y_Culos RT Movimiento SEMEN!,ibereval,0
"Hola soy Leo y tú? AHHH sí, tú eres Pendejo porque MARCAS VUELTA CUANDO YA LA ESTÁS DANDO hijo de tu puta madre",ibereval,0
@CristinaSegui_ Jajaja esta mujer es un claro ejemplo de la frase 'no tener ni puta idea' 😂🤣,ibereval,1
vicente fuentes callate la puta boca solo queremos oir a jl,ibereval,0
"@zhorro4 tu no eres artista, tu eres una puta buscando enchufado, con el perdón de las putas.",ibereval,1
Como odio cuando están comiendo y hacen ruido CALLATE UN POCO ME PONES NERVIOSA LA PUTA QUE TE PARIO NO PODES COMER EN SILENCIO LA CONCHA DE TU MADRE,ibereval,0
En verdad yo no se porque tu eres así... DE UNA PUTA ME ENAMORE,ibereval,1
@FunesCartagena Cállate serote vos ya no sos de aqui podrías en ese país hijo de puta,ibereval,0
@sarahernandezp Que te calles quejica hostia puta si mola,ibereval,1
"@Saselandia Callate de una puta vez ignorante de mierda,q no tienes ni el EGB,BURRO,si el the last of us,ya el primero le da mil vueltas al puto zelda y para colmo ahora tenemos q aturar a otra ignorante retrogada en tu canal",ibereval,1
@SamBelenn Callate vos sos una puta reprimida ajajaajaa,ibereval,1
"Y para peor se pelean entre ellas por estar en dos fandoms, ¿qué tiene de malo, ridículas? ¡Déjenlas, es su puta vida para qué decían lo que quieran hacer! #iHeartAwards #BestBoyBand #BTS @bts_twt",ibereval,1
@_mariaps En la cárcel es donde mereces estar pedazo de mierda. Pero con las presas 'buenas' ya me entiendes hija de puta,ibereval,1
Cabron tú no eres patrón tú eres la puta de pina,ibereval,0
@atahirAraque @indianajoness07 @carlosmoreno1 Ah tu eres la puta barata del vestido rojo? Ven para que te pongan presa aqui por estar hechandole vaina al gobierno https://t.co/pl4qpvVfAu,ibereval,1
@R_MR12 Tu eres mi puta tu no cuentas 🙄😂,ibereval,1
@CremadeCrack ............. ' Te mereces una persona igual de puta culera que tu :) ... FELIZ PUTO AÑO 201_ ' Esa plantilla nunca falla,ibereval,1
"@toxiclxui tú eres mi puta no, mi putisima favorita❤",ibereval,1
Me caga que los hombres digan que una mujer es 'puta' o la insulten con ese tipo de palabras denigrantes. ¿Neta son hombres o intento de...?,ibereval,0
Las voces de las mujeres son mi puta debilidad 😍 ( Obvio que no cualquiera ),ibereval,0
Vos brasilero de mierda t mereces lo peor como podes burlarte del submarino hijo de puta.,ibereval,0
"Me tienen arta con decirme puta, que no disfruten el sexo no es un drama mío ridículas",ibereval,0
-pero Ivar mató a Sigurd y Björn quiere hacer honor a Rag- -PERO CALLATE LA PUTA MADRE QUE NO SABES DECIR OTRA COSA https://t.co/i0OUFlx0M1,ibereval,0
@Equipo_Camila .... Que Tu Eres Bien Puta #CamilaVallejo #Chile https://t.co/kvUi1xiAwb https://t.co/sqmbrI13wj,ibereval,1
'Vamos hacerlo' No te enseñaron que va un conector en el medio hijo de puta!,ibereval,0
@RiguitoRMedina Cállate PERRA!!,ibereval,1
"@politicomx @VicenteFoxQue cállate pinche viejo guango,tu fuiste un hijo de puta farsante,te alineaste al PRI,y hoy estás de lame huevos",ibereval,0
@MicaSuarez12 Espero q con esto subas más contenido ehh jajajajaja te lo mereces hija de puta 😍😘siempre estaremos para ti,ibereval,1
PERDÓN SI SOY EGOÍSTA Y PERDÓN SI TE ALEJO. PERO ASÍ ME ENSEÑARON A SER Y NO CONOZCO OTRA PUTA MANERA DE SER,ibereval,0
"@manuelferrara Tu eres un tío impresionante. Como persona no sabemos cómo eres, pero como actor, una puta bomba",ibereval,0
"@bubyeckmann @EviBlink21 @RubenGHRV Como eres tan plasta niña. Callate ya la puta boca mojabragas, ridicula",ibereval,1
"@hectorbecerrilr Cállate mantenido por el pueblo , Hijo de Puta ; a ver si te dan trabajo en Chiclayo te odian , Cagada",ibereval,0
"@sorluciacaram Que dios me perdone, pero TÚ eres una hija de Satanás, solo una hija de puta puede hacer semejante comparación, vete a Argentina y haz allí tus misas negras.",ibereval,1
@Incoontinencia Que va!! Si mujer es más puta que Rita!!,ibereval,1
"Un día me dieron un consejo muy bueno: si no vas a decir nada inteligente, CÁLLATE LA PUTA BOCA. Aplicároslo porfa.",ibereval,0
"Mauro la puta madre no te mereces irte de ninguna manera, lo voy a extrañar muchísimo",ibereval,0
@DaniJohnson__ Callate pajera chupa pija si te encantan que te maltraten perra,ibereval,1
wey fíjate primero en lo que hace tu fandom y/u otros fandoms para que te calles la puta boca de una vez.,ibereval,0
@Fukensito Y por que Miriam y no Mireya? Ana se merecía la salvación por que hizo una actuación de puta madre. #OTDirecto13D,ibereval,0
SALES EN FOTO ENSEÑANDO PERO NO ME PASAS NUDE. SO PUTA. FEMINISTA DE MIERDA. TE REPORTO. Os juro que me lo creo 100%,ibereval,1
"Tu puta madre pinche chamaco, mejor cállate",ibereval,0
"@auronplay Tú eres subnormal, ya te dije que ni puta gracia.",ibereval,0
"@Ivinortiz @KingRuckFules @vteodosio @_AguustinaR @IvannCai_ callate hijo de puta pendejo, solo duas copas del mundo VERGUENZA DE LATINO AMERICA!",ibereval,0
quiero ponerme un icon de dua pero no puedo elegir porque esa mujer es tan hermosa la puta que me parió,ibereval,1
@hennexsy Callate la puta boca o te regalo una hostia,ibereval,1
Ke puta pesada de chavala callate ya,ibereval,1
@AntonioAdan13 En qué momento de la frase “mi novia es una puta más” no querías ofender? Por saber más que nada... tu novia bien no? Cómo se ha sentido?,ibereval,1
Wey eres más puta que tu bato mejor callate,ibereval,1
Zidane eres un grandísimo hijo de la gran puta. Y Benzema no mereces vestir un segundo más está camiseta. Ridículo ante un equipo patético,ibereval,1
"Yo no me olvido de ti, mereces mucho más de lo que tienes. Pero .... puta vida cuantas ganas tenía de verte levantar la copa en el Campin, así es la vida ojalá algún día regreses a levántala https://t.co/u1gjJr0TdN",ibereval,0
@RicardoPatinoEC @ODigitalEc Callate maricon hijo de puta caga sabana y narcotraficante ya largate del pais chucha de tu madre que chucha quieren ya robaron ya llevaron droga en la valija diplomatica a belgica y no se que mas chucha quieren ya robaron y s,ibereval,0
"@Zurine3 @vmm7773 Sabeis de alquien q apruebe que su mujer, hij@, madre 'trabaje' de puta para poder pagar la hipoteca? Por saber.",ibereval,1
@JLozanoA @RicardoAnayaC Si ese Wey es un lacayo tú eres la puta del PRI,ibereval,0
"Ramos es lo peor y todavía se queja el gran hijo de puta, se merecía la roja por cerdo.",ibereval,0
El dolor de perder a quien amas es menos si piensas que el hijo de puta no merecía tu amor.,ibereval,0
"@IaaraaSilva Callate, puta. Sos mas vueltera para dormir.",ibereval,1
@lovinovak ERES EL AMOR DE MI VIDA TU ERES FOTOGÉNICA SIEMPRE PEAZO PUTA,ibereval,1
Asi que tu eres la ex arrancar numero 3 eh?... eres una sucia puta traidora te dare lo que te mereces! https://t.co/z8hgYmsk3c,ibereval,1
@EliasACastillo @mhp1604 @JCTapiaLMB Cállate corrupto!!! Hijo de puta apuesto que vas a mandar a tu suplente para que vote a favor de las magistradas.,ibereval,0
"@Michael5SOS @DestinyTheGame Puta que eres lindo, te mereces todo mijito rico 💖",ibereval,0
"@Nigguel Jajaja respondes este y no los otros tweets, callate marico en serio no tienes ni puta idea de que hablas",ibereval,0
Menuda puta mierda...Otra vez ha vuelto a ganar Cepeda cuando no se lo merecía #OTGala7,ibereval,0
"@hramosallup Maldito hijo de puta, tu eres cómplice de toda esta vagabundería, falso, vendido, arrastrado, cierra ese pico que ya nadie te cree, políticamente estás muerto basura.",ibereval,0
Es que nadie va a ser capaz de no cagarla de una puta vez? Coño ya con las tonterías,ibereval,0
"Hola mi ex es una puta loca de la cabeza y tú eres un puta porque no quisiste estar conmigo y cuando te vea te voy a faltar el respeto en tu cara porque yo soy muy bueno, me pasan estas cosas en la vida de bueno que soy.",ibereval,1
"vale, vengo a enseñar la puta obra de arte del siglo 21 https://t.co/3PEJCXTgxn",ibereval,0
@vivianalacroze @CFKArgentina Callate vos HIJA DE PUTA Vende patria vos y el hijo de PUTA de MACRI GORILA DE MIERDA están haciendo mierda el país vos queres q gobierne para tu familia y tus amigos CONCHUDA BASURA LA SEÑORA VIVIANALACROZE. MAL PARIDA,ibereval,1
"@lamacope Tu eres tonto y no tienes ni puta idea de fútbol, payaso",ibereval,0
'Que ningún hijo de puta os de menos de lo que os merecéis.',ibereval,0
"@cristobalsoria Retrasado callate la puta boca asqueroso , encima el puto arbitro no nos pita un penalti legal",ibereval,0
@newells_cami @mellopez00 Jajajajjajaja callate la puta madre,ibereval,0
"@Angelalerena Sos muy hija de puta, no te mereces que te sigan ni tus hijos...",ibereval,1
@ikigaiguitar CÁLLATE PUTA YA VAS A VENIR POR MI CONOCIMIENTO EN PEDAGOGÍA,ibereval,1
@soyMelinna_2013 maldita tu eres puta o das el culo gratis o aceptas cesta ticket,ibereval,1
@ebichuh @PotiPotiInLove El hombre que pega a una mujer es igual de hijo de puta que la mujer que pega a un hombre. Yo jamás pegaría a mi mujer y ella a mí tampoco. Porque somos personas cuerdas y no dementes acomplejadas como tú.,ibereval,0
Y el sapoconcho salvado. Que puta mierda. Para mi se lo merecia mas Miriam #OTGala9 Gracias al de las gafitas verdes se acaban mas chorradas,ibereval,0
"Que pesadilla mi padre contandoles mi vida y enseñandoles fotos mías a toda la familia, callate la puta boca un poco chico",ibereval,0
@PabloMijangos41 @DeniseDresserG Cállate tú hijo de puta si no te gusta ábrete,ibereval,0
@Everfetts Cállate y respóndeme perra,ibereval,1
@Lolo__Caggiano callate y retoma la puta serie,ibereval,0
"Ese puta necedad tuya de que las mujeres tienen que ser serias, calladas y no tener voz fuerte me da ganas de gritar hasta estallar...",ibereval,0
'Mi novia es Sevillista y es una puta más.' Antonio Adán portero del Betis. Machista del mundo. #Asco RESPETEN SI QUIEREN RESPETO.,ibereval,1
Q hijo d puta. Cállate 😂😂😂😂 #LQSAForever,ibereval,0
"@abiipaolinelli Callate que con vos tampoco se puede ver una puta película, gila",ibereval,0
@kevshoftrobleis SALI PUTA **le pega** TE MERECES TODO KEVSHO,ibereval,1
QUE HERMOSA MUJER ES NORMANI LA PUTA MADRE,ibereval,0
@DaamiWeht @LuViera_Carp La puta madre Damián cállate jajajaja,ibereval,0
"O todo es coincidencia o la puta madre que chica es Catamarca, no se",ibereval,1
@JzAl3x_ CÁLLATE PENDEJA NO PEDI PUTA OPINION DE CAGADA Gracias ❤,ibereval,1
@NatyBurgos15 @Horaciogenta @PaolaPa05 Cállate vos Black and bitch como la puta falsa abogada. Espero se pudra en la cárcel y devuelva todo. Dedícate a estudiar en serio. La droga es mala. Cristina puta,ibereval,1
@iiPoK3 @AmazingKily No juego al FIFA como tú pedazo de hijo de puta hazte youtuber de fortnite y callate,ibereval,0
